Symbol,Name,Revenue TTM,Revenue Growth TTM,Gross Profit TTM,Operating Income TTM,Net Income TTM,EBITDA TTM,EPS dil TTM,EPS dil growth TTM
BBSCABLES,BBS Cables PLC,1617339446.0,-57.55416246510451,257633640.0,-371788407.0,-996330375.0,,-4.7061,-845.9497487437186
BDAUTOCA,Bangladesh Autocars Limited,,,,,,,,
BDCOM,BDCOM Online Ltd.,830222926.0,4.860805362375403,391652532.0,76285129.0,55631622.0,136143250.0,0.9281,16.21587778612573
BDFINANCE,Bangladesh Finance PLC,,,,,,,,
BDLAMPS,Bangladesh Lamps PLC,1951025763.0,8.916722674579237,433647325.0,139203268.0,-19170932.0,192812160.0,-1.8197,84.91828006895636
BDTHAI,Bangladesh Thai Aluminium Ltd.,113066359.0,-78.1146740172502,-85914407.0,-118625114.0,-310371788.0,-37373260.0,-2.429,-157.3093220338983
BDTHAIFOOD,BD Thai Food & Beverage Ltd.,,,,,,,,
BDWELDING,Bangladesh Welding Electrodes Ltd.,,,,,,,,
BEACHHATCH,Beach Hatchery Ltd,,,,,,,,
BEACONPHAR,Beacon Pharmaceuticals PLC,,,,,,,,
BENGALWTL,Bengal Windsor Thermoplastics PLC,912904102.0,7.939983387651255,171393360.0,81347094.0,50314008.0,153604900.0,0.55,1.1029411764705892
BERGERPBL,Berger Paints Bangladesh Ltd.,28983656000.0,7.588346155135373,8822274000.0,4086719000.0,3328444000.0,5084159000.0,70.5858,0.3400306482474078
BESTHLDNG,Best Holdings PLC,,,,,,,,
BEXIMCO,Bangladesh Export Import Company Ltd.,,,,,,,,
BGIC,Bangladesh General Insurance Company PLC,621117706.0,6.70868808658502,,133743739.0,88666555.0,,1.6412,39.5934336990729
BIFC,Bangladesh Industrial Finance Company Ltd.,119199604.0,96.98560129624889,-788555769.0,-804315984.0,-803785904.0,-760600770.0,-7.9836,-34.5172704296546
BNICL,Bangladesh National Insurance Company Ltd,1018996251.0,11.376287343973967,,266263830.99999997,203740401.0,,4.6043,5.219497703329615
BPML,Bashundhara Paper Mill Ltd.,3679302477.0,-70.38285703328651,-333292196.0,-948832478.0,-4132397949.9999995,274767850.0,-23.7779,-1354.4837288965011
BPPL,Baraka Patenga Power Ltd.,12405278475.0,-6.035411049712753,3387528638.0,3197670170.0,374311151.0,3824027650.0,2.1637,739.945652173913
BRACBANK,BRAC Bank PLC,137949972961.0,47.103877489510595,,31250763200.0,15702358469.0,,7.887,41.87803561791688
BSC,Bangladesh Shipping Corporation,5935342458.0,12.343015838370686,3101936532.0,2483220934.0,2949246862.0,2886181810.0,19.3349,1.801744880927945
BSCPLC,Bangladesh Submarine Cables PLC,4217904977.9999995,13.911528721863595,3165112788.0,2299677414.0,2256183957.0,2773010150.0,10.9831,33.940243902439036
BSRMLTD,Bangladesh Steel Re-Rolling Mills Ltd.,101035467499.0,22.852883554411072,10011523604.0,7819045363.0,6255824129.0,,20.9516,27.376190070887496
BSRMSTEEL,BSRM Steels Limited,114797614163.0,38.062902848849845,11255697678.0,8918044693.0,5301985816.0,10920713560.0,14.1028,26.526767210055528
BXPHARMA,Beximco Pharmaceuticals Plc,,,,,,,,
CAPITECGBF,CAPITEC GRAMEEN BDT10 (MUTUAL FUND) Units,,,,,,,,
CAPMBDBLMF,CAPM BDBL Mutual Fund 01 Units,,,,,,,,
CAPMIBBLMF,CAPM IBBL Islamic Mutual Fund Units,,,,,,,,
CENTRALINS,Central Insurance PLC,504284295.0,8.817546792613943,,130395159.0,94889803.0,,1.7855,0.9669757973309271
CENTRALPHL,Central Pharmaceuticals Ltd.,,,,,,,,
CITYBANK,City Bank PLC,95234503965.0,48.63933742645831,,19955522300.0,12857910098.0,,8.4664,80.65892796176169
CITYGENINS,City Insurance PLC,805226019.0,8.24716091873995,,339322764.0,226076530.0,,3.3166,1.3661786729423329
CLICL,Chartered Life Insurance PLC,969853142.0,-69.42763501149702,,2104325116.9999998,2087896996.0,,55.6772,62.288712380674795
CNATEX,C & A Textiles Ltd,,,,,,,,
CONFIDCEM,Confidence Cement PLC,4287404985.9999995,6.849524983835447,588176628.999999,421965785.0,954838828.0,667824860.0,11.0701,0.8720294503572021
CONTININS,Continental Insurance PLC,342931445.0,-27.802324654716543,,71773469.0,58321236.0,,1.335,-11.094832179009062
COPPERTECH,Coppertech Industries Ltd,,,,,,,,
CROWNCEMNT,Crown Cement PLC,34402773979.0,23.788604166966685,4201005271.0,2613897100.0,700565397.0,3859704630.0,4.7176,0.7689678742310233
CRYSTALINS,Crystal Insurance Company Ltd,685130045.0,3.7254362735422326,,197076435.0,146709583.0,,3.3343,4.477658707777152
CVOPRL,CVO Petrochemical Refinery PLC,1279182521.0,76.5775979027971,208495492.0,171087286.0,132778163.0,201305840.0,4.3866,121.63500404203715
DACCADYE,Dacca Dyeing and Manufacturing Company Limited,,,,,,,,
DAFODILCOM,Daffodil Computers PLC.,,,,,,,,
DBH,DBH Finance PLC,9298512891.0,19.533265485950825,2556017441.0,1670431703.0,1011279992.0,1928187300.0,4.9849,1.3974207721410798
DBH1STMF,DBH First Mutual Fund Units,,,,,,,,
DELTALIFE,Delta Life Insurance Company Ltd.,13597997465.0,5.248795964617932,,2023425162.0,1811290307.0,,14.6367,-3.7591068093948077
DELTASPINN,Delta Spinners Limited,,,,,,,,
DESCO,Dhaka Electric Supply Co. Ltd.,8394459230.0,24.55853226650461,1542787918.0,1140099508.0,-346318219.0,3636232370.0,-0.8711,91.02402934630285
DESHBANDHU,Deshbandhu Polymer Limited,169116442.0,-83.48634197666699,-98276925.0,-116953875.0,-248275861.0,-76588280.0,-4.0459,-784.1224213730131
DGIC,Desh General Insurance Company Ltd,,,,,,,,
DHAKABANK,Dhaka Bank PLC,42006122818.0,14.44854416746284,,2728980151.0,918063250.0,,0.8711,-40.425386404048695
DHAKAINS,Dhaka Insurance Limited,253809981.0,-20.23679594947077,,124366530.0,80747325.0,,2.0124,-68.16628701594534
DOMINAGE,Dominage Steel Building Systems Ltd,,,,,,,,
DOREENPWR,Doreen Power Generations & Systems Ltd.,14761280028.0,3.661508319502535,3142639769.0,2916372981.0,638255061.0,3908959860.0,3.524,137.21055465805063
DSHGARME,Desh Garments Limited.,,,,,,,,
DSSL,Dragon Sweater & Spinning Ltd.,,,,,,,,
DULAMIACOT,Dulamia Cotton Spinning Mills Limited,,,,,,,,
DUTCHBANGL,Dutch-Bangla Bank PLC,72958041425.0,34.07396930679364,,4331808224.0,4918878715.0,,5.0883,-21.334817494550343
EASTERNINS,Eastern Insurance PLC,,,,,,,,
EASTLAND,Eastland Insurance PLC,427554071.0,27.64383900373038,,97130461.0,85879966.0,,1.0238,5.8410007236638055
EASTRNLUB,Eastern Lubricants Blenders PLC,,,,,,,,
EBL,Eastern Bank PLC,67261538340.0,31.059914809986267,,12825045694.0,7818814190.0,,4.8996,20.421756334947297
EBL1STMF,EBL First Mutual Fund Units,,,,,,,,
EBLNRBMF,EBL NRB Mutual Fund,,,,,,,,
ECABLES,Eastern Cables Ltd.,,,,,,,,
EGEN,eGeneration PLC,,,,,,,,
EHL,Eastern Housing Ltd.,3173028973.0,1.2448487068214547,1107304435.0,665386874.0,814890358.0,735777680.0,8.7299,16.14006146314208
EIL,Express Insurance Ltd.,375894496.0,-29.076265434885805,,96269883.0,71388282.0,,1.0949,-23.33706763758577
EMERALDOIL,Emerald Oil Industries Ltd.,,,,,,,,
ENVOYTEX,Envoy Textiles Ltd.,18850858175.0,21.496838646037002,3451675878.0,3061102203.0,1534837834.0,3753229830.0,9.1504,105.89069144747202
EPGL,Energypac Power Generation PLC,2759869567.0,-9.101760305633718,676440533.0,166560948.0,-1280974340.0,599680200.0,-6.7362,4.827703132284992
ESQUIRENIT,Esquire Knit Composite PLC,11323803699.0,28.599180222819687,1407346503.0,707600491.0,-81070756.0,1143089310.0,-0.601,-170.29239766081872
ETL,Evince Textiles Ltd.,3247709971.0,-16.431696814112023,299799280.0,177552107.0,72145031.0,369599790.0,0.3926,-33.03769401330378
EXIM1STMF,EXIM Bank 1st Mutual Fund 2013- Units,,,,,,,,
FAMILYTEX,Familytex (BD) Ltd.,,,,,,,,
FARCHEM,FAR Chemicals Industries Ltd,3090121263.0,-8.96583090045054,292871328.0,253067899.0,-3337996.0,434508750.0,-0.0218,-107.38482384823848
FAREASTFIN,Fareast Finance & Investment Ltd.,204069135.0,121.81281128055154,-179528798.0,-405460114.0,-905330873.0,-219561340.0,-5.5182,8.16774837743385
FAREASTLIF,Fareast Islami Life Insurance Company Limited,,,,,,,,
FASFIN,FAS Finance & Investment Limited,,,,,,,,
FBFIF,First Bangladesh Fixed Income Fund Units,,,,,,,,
FEDERALINS,Federal Insurance PLC,,,,,,,,
FEKDIL,Far East Knitting & Dyeing Industries PLC.,10208087416.0,43.98734353512616,794613307.0,151652234.0,92048878.0,,0.4208,-71.63847138909483
FINEFOODS,Fine Foods Limited,,,,,,,,
FIRSTFIN,First Finance Ltd.,,,,,,,,
FORTUNE,Fortune Shoes Ltd.,,,,,,,,
FUWANGCER,Fu-Wang Ceramic Industry Ltd.,1047045618.0000001,-2.9152346468625776,293017710.0,212046157.0,8200932.999999999,,0.0602,-67.31813246471226
FUWANGFOOD,Fu-Wang Foods Limited,,,,,,,,
GBBPOWER,GBB POWER Ltd.,,,,,,,,
GEMINISEA,Gemini Sea Food PLC,,,,,,,,
GENEXIL,Genex Infosys PLC,,,,,,,,
GENNEXT,Generation Next Fashions Ltd.,,,,,,,,
GHAIL,Golden Harvest Agro Industries Ltd.,903015906.0,8.586894989595628,375708002.0,205431893.0,-61791652.0,283100630.0,-0.2863,71.72345679012345
GHCL,Global Heavy Chemicals Ltd.,313221780.0,-57.91174808872357,-25486675.0,-66088983.0,-157751812.0,18798380.0,-2.191,71.08316065937257
GLDNJMF,ICB AMCL CMSF GOLDEN JUBILEE MUTUAL FUND,,,,,,,,
GLOBALINS,Global Insurance PLC,684189682.0,-6.5153268629395455,,104673298.0,65131463.0,,1.6061,12.4247515049699
GOLDENSON,Golden Son Limited,325059988.0,-58.13465053186737,-104772299.0,-167936331.0,-369051132.0,-105486320.0,-2.149,-235.9912445278299
GP,Grameenphone Ltd.,156826565000.0,-2.811605395022835,75435112000.0,55415171000.0,29403782000.0,91564966000.0,21.7757,-16.978218682445696
GPHISPAT,GPH Ispat Limited,56911441549.0,0.859107424334738,8037711042.99999,6559018175.0,-286011546.0,8635953120.0,-0.5911,-126.28045527298595
GQBALLPEN,G.Q. Ball Pen Industries Limited,,,,,,,,
GRAMEENS2,Grameen Mutual Fund One - Grameen Two Units,,,,,,,,
GREENDELMF,Green Delta Mutual Fund 2010 Units,,,,,,,,
GREENDELT,Green Delta Insurance PLC,2916167802.0,24.74870521022168,,1328058259.0,531986769.0,,5.3099,-6.410391990975757
GSPFINANCE,GSP Finance Company PLC,,,,,,,,
HAKKANIPUL,Hakkani Pulp & Paper Mills PLC,1061372298.0,2.5721899426226114,165353960.0,89820096.0,1935032.0,137316180.0,0.1018,100.78895463510848
HAMI,Hami Industries PLC,,,,,,,,
HEIDELBCEM,Heidelberg Materials Bangladesh PLC,14549399000.0,-4.600179227932437,1694224000.0,421756000.0,280857000.0,868464000.0,4.9706,-23.588009223674096
HFL,Hamid Fabrics PLC,,,,,,,,
HRTEX,H.R. Textile Mills Ltd.,,,,,,,,
HWAWELLTEX,Hwa Well Textiles (BD)PLC,1563197541.0,0.056480282168628104,205235345.0,129423791.99999999,199647693.0,179685580.0,3.5651,19.887682012307902
IBNSINA,BN SINA Pharmaceutical Industry PLC,12844325006.0,14.36149105140784,5091102750.0,1065777162.0000001,769781009.0,1275581750.0,24.638,29.96233740201924
IBP,Indo-Bangla Pharmaceuticals Ltd.,184177513.0,4.265710593008792,27131267.0,-24051270.0,-36831741.0,,-0.317,10.147392290249432
ICB,Investment Corporation of Bangladesh,6565365023.0,-46.98259669593135,-2932413244.0,-11326684219.0,-12917893902.0,-9893836860.0,-14.8951,-766.1791672257257
ICB3RDNRB,ICB AMCL Third NRB Mutual Fund 2010 Units,,,,,,,,
ICBAGRANI1,ICB AMCL First Agrani Bank Mutual Fund Units,,,,,,,,
ICBAMCL2ND,ICB AMCL Second Mutual Fund Units,,,,,,,,
ICBEPMF1S1,ICB Employees Provident Mutual Fund One Scheme One Units,,,,,,,,
ICBIBANK,ICB Islamic Bank Limited,338542089.0,36.676361851596305,,-934223164.0,-936254414.0,,-1.4085,-41.40146571629356
ICBSONALI1,ICB AMCL Sonali Bank Ltd 1st Mutual Fund 2013- Units,,,,,,,,
ICICL,Islami Commercial Insurance PLC.,,,,,,,,
IDLC,IDLC Finance PLC.,20290907252.0,26.477798900860055,9450488333.0,5905094712.0,2511859677.0,6802666280.0,5.7548,42.178080838027476
IFADAUTOS,IFAD Autos PLC,10086553687.0,36.96976826020247,1134186499.0,495041833.0,9090579.000000011,596325040.0,0.0339,
IFIC,IFIC Bank PLC,32921818639.999996,-36.83284082429834,,-22168590764.0,-19969643786.0,,-10.3896,-923.1342101093329
IFIC1STMF,IFIC Bank 1st Mutual Fund Units,,,,,,,,
IFILISLMF1,IFIL Islamic Mutual Fund - 1 Units,,,,,,,,
ILFSL,International Leasing and Financial Services Ltd.,-718132588.0,-170.54572010846474,-2179590078.0,-6725728395.0,-9444700200.0,-2352955360.0,-42.5801,-301.43774335574017
INDEXAGRO,Index Agro Industries Ltd,4330329011.0,1.1834794288399084,886825877.02,718786907.02,256461231.0,911976460.0,5.1689,-0.3316557721601952
INTECH,Intech Ltd.,,,,,,,,
INTRACO,Intraco Refueling Station PLC,,,,,,,,
IPDC,IPDC Finance PLC,11015271024.0,22.4518753584391,3453982435.0,1189700616.0,474545785.0,2269267980.0,1.1599,51.462522851919545
ISLAMIBANK,Islami Bank Bangladesh PLC,149628684496.0,0.4523343060528564,,3360432667.0,-591625735.0,,-0.3675,-112.71758314011835
ISLAMICFIN,Islamic Finance & Investment PLC,749070744.0,-18.890602293932872,-95688358.0,-810086588.0,-850443782.0,-262741280.00000003,-6.0605,20.21353624981898
ISLAMIINS,Islami Insurance Bangladesh Limited,581750417.0,6.25063615639327,,177198735.0,140785985.0,,3.42,17.30406448293602
ISNLTD,Information Services Network Ltd.,,,,,,,,
ITC,IT Consultants PLC,1615278656.0,15.785659411448405,800117397.0,544710342.0,478607706.0,,3.7219,16.305740445611082
JAMUNABANK,Jamuna Bank PLC,36094232230.0,8.200171784926617,,5111919804.0,2829942020.0,,3.0127,-13.972015990862355
JAMUNAOIL,Jamuna Oil Company Limited,1682171585.0,19.087331794850797,,110078283.0,6717735455.0,253643060.0,60.8355,39.39444626478198
JANATAINS,Janata Insurance PLC,428935716.0,-5.319108781285434,,79006721.0,50996873.0,,1.0519,-21.06408524688578
JHRML,JMI Hospital Requisite Manufacturing Ltd,1601851569.0,-14.627295380966157,458588285.0,340378269.0,200860983.0,479021890.0,1.6031,-31.57625165393317
JMISMDL,JMI Syringes & Medical Devices Ltd.,1809973581.5,-0.7877418192637998,237012986.85,83470865.96,8109765.16,149199700.0,0.2698,-86.11425630468348
JUTESPINN,Jute Spinners Limited,,,,,,,,
KARNAPHULI,Karnaphuli Insurance PLC,560136007.0,16.38373292216689,,123273230.0,98832517.0,,2.2024,3.2875298972940046
KAY&QUE,Kay and Que (Bangladesh) Ltd.,405970294.0,55.583074483810954,,,77550131.0,,,
KBPPWBIL,Khan Brothers PP Woven Bag Industries Ltd,141573813.0,72.45016273365746,63137352.0,55630670.0,40125327.0,73943570.0,0.4091,731.5040650406504
KDSALTD,KDS Accessories Ltd.,2853090506.0,6.912781826085645,461395351.0,199366020.0,163255674.0,290123460.0,2.1843,2.1321363445083397
KEYACOSMET,Keya Cosmetic Ltd.,,,,,,,,
KOHINOOR,Kohinoor Chemical Co. (Bangladesh) Ltd.,,,,,,,,
KPCL,Khulna Power Company Ltd.,0.0,-100.0,-135422521.0,-152464310.0,194537734.0,-39321420.0,0.4895,1548.148148148148
KPPL,Khulna Printing & Packaging Ltd,,,,,,,,
KTL,Kattali Textile Ltd.,,,,,,,,
LANKABAFIN,LankaBangla Finance PLC,11039566398.0,3.3441499016703014,3940378014.0,589731051.0,208301243.0,1949689160.0,0.3866,-60.59525022933443
LEGACYFOOT,Legacy Footwear Ltd.,,,,,,,,
LHB,LafargeHolcim Bangladesh PLC,28512384000.0,3.932281332060588,9032284000.0,5376151000.0,4066917000.0,,3.5018,0.7712230215827255
LIBRAINFU,Libra Infusions Ltd.,,,,,,,,
LINDEBD,Linde Bangladesh Limited,,,,,,,,
LOVELLO,Taufika Foods and Lovello Ice-cream PLC,,,,,,,,
LRBDL,Lub-rref (Bangladesh) Ltd,670761537.0,20.472752814323968,-40886530.0,-222759020.0,-730217454.0,-27693630.0,-5.0276,-273.91045664138034
LRGLOBMF1,LR Global Bangladesh Mutual Fund One Units,,,,,,,,
MAGURAPLEX,Magura Multiplex PLC,,,,,,,,
MAKSONSPIN,Maksons Spinning Mills PLC,,,,,,,,
MALEKSPIN,Malek Spinning Mills PLC,22735020801.0,0.5035189288095129,2622041794.00001,2353694177.0,1467203072.0,2947726910.0,7.5785,5.046850742958522
MARICO,Marico Bangladesh Limited.,18019262434.0,18.4370532115316,9451768268.0,6966677691.0,6196314473.0,7244480040.0,196.7084,16.9171332453669
MATINSPINN,Matin Spinning PLC,8715171157.0,3.491350989334094,1295782913.0,998519322.0,464436166.0,1439350840.0,4.7639,16.922737090123693
MBL1STMF,MBL 1st Mutual Fund 2010- Units,,,,,,,,
MEGCONMILK,Meghna Condensed Milk Industries Ltd.,,,,,,,,
MEGHNACEM,Meghna Cement Mills PLC,134390257.0,-92.16355882949107,-86916225.0,-153904917.0,-1720897863.0,10977690.0,-54.4786,-414.66764917054
MEGHNAINS,Meghna Insurance PLC,,,,,,,,
MEGHNALIFE,Meghna Life Insurance PLC,,,,,,,,
MEGHNAPET,Meghna Pet Industries Ltd.,,,,,,,,
MERCANBANK,Mercantile Bank PLC,42050913335.0,15.08949108931154,,264017495.0,-645750282.0,,-0.5836,-120.9123159064034
MERCINS,Mercantile Islami Insurance PLC,493889423.0,41.42121011552631,,88443622.0,81116377.0,,1.8822,132.1410952146029
METROSPIN,Metro Spinning Ltd.,0.0,-100.0,0.0,-27269619.0,-122322321.0,,-1.9826,73.4850815133805
MHSML,Mozaffar Hossain Spinning Mills Ltd.,2784553330.0,-6.507443921092835,583801866.0,517425223.99999994,72843003.0,724128240.0,0.7213,-11.832294340545165
MIDASFIN,MIDAS Financing PLC,372383190.0,-71.19243951394182,-216686105.0,-409697744.0,-563249102.0,-373509810.0,-3.9144,-0.7204610951008652
MIDLANDBNK,Midland Bank PLC,12333677038.0,39.09329148836843,,1048925868.9999999,862306922.0,,1.3088,-21.983786361468766
MIRACLEIND,Miracle Industries Limited,404849044.0,79.28478121122586,,,-79840310.0,,-2.2643,22.079218142399945
MIRAKHTER,Mir Akhter Hossain Ltd,1055745370.0000001,-54.411460000932934,325248423.0,176452593.0,206043167.0,,1.7061,-30.510752688172044
MITHUNKNIT,Mithun Knitting & Dyeing (CEPZ) Ltd.,,,,,,,,
MJLBD,MJL Bangladesh PLC,39286042137.0,-0.36951896947910684,7106140345.0,4662445199.0,3473049902.0,,,
MLDYEING,M.L. Dyeing & Textile Ind. PLC,,,,,,,,
MONNOAGML,Monno Agro & General Machinery Ltd.,,,,,,,,
MONNOCERA,Monno Ceramic Industries Limited.,390611344.0,112.96332482775102,93683091.0,69732069.0,14482433.0,142302250.0,0.3839,
MONNOFABR,Monno Fabrics Ltd.,1739260991.0,19.09022912978937,431746393.0,389316286.0,4533160.0,458377520.0,0.0394,-67.88916055419723
MONOSPOOL,Monospool Bangladesh PLC,1715905464.0,24.385982015723215,475493519.0,421457658.0,130099465.00000001,440829200.0,3.3171,-22.60977089263217
MPETROLEUM,Meghna Petroleum Limited,142431833906.0,-50.61272634606354,,1568218480.0,6811809957.0,,61.5627,25.24606639622082
MTB,Mutual Trust Bank PLC,48559952483.0,21.452229438125414,,1791452699.0,3167476346.0,,2.9577,6.980865916735995
NAHEEACP,Nahee Aluminum Composite Panel PLC,,,,,,,,
NATLIFEINS,National Life Insurance PLC,27728789081.0,11.709705231039809,,8062879391.0,7702246600.0,,70.9741,1.0129172928906607
NAVANACNG,Navana CNG Limited,4597826340.0,10.1279407579169,805713788.0,564823921.0,6453790.0,817269810.0,0.0854,5.17241379310346
NAVANAPHAR,Navana Pharmaceuticals PLC,9520314669.0,28.58167052703467,3968106602.0,1437671721.0,512317221.0,1779246910.0,4.7494,21.80447271235124
NBL,National Bank PLC,25352884944.0,-0.9374746039034642,,-32188446486.0,-13894059854.0,,-4.3153,35.063352093177244
NCCBANK,National Credit and Commerce Bank PLC,38971590060.0,19.445511565733938,,4169730767.0,1298889884.0,,1.1697,-48.10789228516925
NCCBLMF1,NCCBL Mutual Fund-1 2012- Dividend Units,,,,,,,,
NEWLINE,New Line Clothings Ltd.,,,,,,,,
NFML,National Feed Mill Ltd,,,,,,,,
NHFIL,National Housing Finance PLC,2084553151.0,14.137993904551383,658242820.0,246705034.0,16735499.999999998,456939240.0,0.1825,-58.209297000228986
NITOLINS,Nitol Insurance PLC,606108794.0,53.542132285842435,,115131866.0,84230239.0,,2.0273,78.61674008810571
NORTHERN,Northern Jute Manufacturing Co. Ltd.,,,,,,,,
NORTHRNINS,Northern Islami Insurance PLC,406808267.0,-44.87744866981696,,98332093.0,72596961.0,,1.7018,-7.646388451728443
NPOLYMER,National Polymer Industries PLC,5548016371.0,-21.477277543977383,741839118.0,432455211.0,-20503381.0,685722290.0,-0.2809,-113.77500980776776
NRBBANK,NRB Bank PLC,11280851157.0,31.204554544430245,,-2349577796.0,-1504276666.0,,-2.1783,-261.3077606635071
NRBCBANK,NRBC Bank PLC,20649985836.0,-3.9704149515124034,,-715413827.0,-569486061.88,,-0.6872,-132.22206592582174
NTC,National Tea Company Limited,,,,,,,,
NTLTUBES,National Tubes Limited,,,,,,,,
NURANI,Nurani Dyeing & Sweater Ltd.,,,,,,,,
OAL,Olympic Accessories Ltd,,,,,,,,
OIMEX,Oimex Electrode Ltd.,,,,,,,,
OLYMPIC,Olympic Industries PLC.,27957440462.0,3.0464665789796888,6495174676.0,2132925103.0,2018043171.0,2633454900.0,10.0933,9.816017669266994
ONEBANKPLC,One Bank PLC,34357045669.0,6.457077184794602,,164521039.0,702055974.0,,0.6587,-71.8118794933242
ORIONINFU,Orion Infusion Ltd.,631541293.0,-20.07877156517043,262026593.0,81058816.0,35631678.0,99596490.0,1.7501,-10.845644421803366
